tahun,gk,provinsi,jenis,daerah,periode,tahun_kategori,cluster
2019.0,492693.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,521298.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,524371.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,528771.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,525236.0,KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,MARET,2021-2022,0
2021.0,538158.0,KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,561881.0,KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,MARET,,0
2022.0,605177.0,KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,SEPTEMBER,,0
2021.0,566074.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,MARET,2021-2022,0
2021.0,576533.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,600254.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,MARET,,0
2022.0,641806.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,SEPTEMBER,,0
2021.0,544017.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,555279.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,579537.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,MARET,,0
2022.0,622068.0,KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,145300.00000000003,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,154621.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,155835.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,MARET,2016-2017,2
2016.0,166122.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,125875.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,MARET,2015-2016,2
2015.0,136327.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,137599.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,MARET,2016-2017,1
2016.0,146405.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,SEPTEMBER,2016-2017,1
2015.0,135441.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,145336.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,145776.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,1
2016.0,156533.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,170765.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,MARET,2017-2018,1
2017.0,173137.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,180347.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,MARET,2018-2019,1
2018.0,186718.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,1
2017.0,153836.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,MARET,2017-2018,1
2017.0,158552.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,SEPTEMBER,2017-2018,1
2018.0,165869.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,MARET,2018-2019,1
2018.0,176561.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,SEPTEMBER,2018-2019,1
2017.0,162685.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,1
2017.0,166347.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,173633.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,1
2018.0,182017.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,1
2019.0,190458.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,MARET,2019-2020,1
2019.0,200912.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,203236.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,MARET,2020-2021,1
2020.0,204588.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,1
2019.0,178334.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,MARET,2019-2020,1
2019.0,184681.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,SEPTEMBER,2019-2020,1
2020.0,189493.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,MARET,2020-2021,1
2020.0,190676.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,SEPTEMBER,2020-2021,1
2019.0,185024.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,1
2019.0,193549.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,197084.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,1
2020.0,198343.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,1
2021.0,212698.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,MARET,2021-2022,1
2021.0,215609.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,223107.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,MARET,,1
2022.0,231249.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,SEPTEMBER,,1
2021.0,202340.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,MARET,2021-2022,1
2021.0,214613.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,SEPTEMBER,2021-2022,1
2022.0,220289.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,MARET,,1
2022.0,231037.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,SEPTEMBER,,1
2021.0,208186.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,1
2021.0,215178.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,221901.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,MARET,,1
2022.0,231158.0,KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,1
2013.0,390488.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,MARET,2013-2014,2
2013.0,416935.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,439377.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,MARET,2014-2015,2
2014.0,458055.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,SEPTEMBER,2014-2015,2
2013.0,409901.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,MARET,2013-2014,2
2013.0,436899.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,SEPTEMBER,2013-2014,2
2014.0,448817.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,MARET,2014-2015,2
2014.0,481226.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,SEPTEMBER,2014-2015,2
2013.0,313294.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,MARET,2013-2014,2
2013.0,313294.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,313294.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,MARET,2014-2015,2
2014.0,313294.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2014-2015,2
2015.0,475478.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,MARET,2015-2016,2
2015.0,516835.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,521773.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,MARET,2016-2017,2
2016.0,553681.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,501532.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,MARET,2015-2016,2
2015.0,542732.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,546998.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,MARET,2016-2017,2
2016.0,573582.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,488701.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,529979.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,534230.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,564391.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,571229.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,MARET,2017-2018,0
2017.0,595031.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,SEPTEMBER,2017-2018,0
2018.0,622935.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,MARET,2018-2019,0
2018.0,656148.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,SEPTEMBER,2018-2019,0
2017.0,602942.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,MARET,2017-2018,0
2017.0,623111.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,SEPTEMBER,2017-2018,0
2018.0,638300.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,MARET,2018-2019,0
2018.0,672104.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,SEPTEMBER,2018-2019,0
2017.0,587530.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,MARET,2017-2018,0
2017.0,607927.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,0
2018.0,631467.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,MARET,2018-2019,0
2018.0,664120.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,0
2019.0,671054.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,MARET,2019-2020,0
2019.0,705147.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,710634.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,MARET,2020-2021,0
2020.0,716460.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,685433.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,MARET,2019-2020,0
2019.0,725743.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,732570.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,MARET,2020-2021,0
2020.0,736850.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,677717.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,714847.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,721455.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,727114.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,737934.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,MARET,2021-2022,0
2021.0,753768.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,784988.0,KEP. BANGKA BELITUNG,TOTAL,PERKOTAAN,MARET,,0
2021.0,768414.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAAN,MARET,2021-2022,0
2021.0,752203.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,770457.0,KEP. BANGKA BELITUNG,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2015.0,298998.0,KEP. RIAU,MAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,318580.0,KEP. RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,326014.0,KEP. RIAU,MAKANAN,PERKOTAAN,MARET,2016-2017,2
2016.0,334582.0,KEP. RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,316511.0,KEP. RIAU,MAKANAN,PERDESAAN,MARET,2015-2016,2
2015.0,343566.0,KEP. RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,353153.0,KEP. RIAU,MAKANAN,PERDESAAN,MARET,2016-2017,2
2016.0,366411.0,KEP. RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,301870.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,322677.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,330442.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,339924.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,340729.0,KEP. RIAU,MAKANAN,PERKOTAAN,MARET,2017-2018,2
2017.0,357478.0,KEP. RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,373829.0,KEP. RIAU,MAKANAN,PERKOTAAN,MARET,2018-2019,0
2018.0,376276.0,KEP. RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,0
2017.0,375168.0,KEP. RIAU,MAKANAN,PERDESAAN,MARET,2017-2018,2
2017.0,387266.0,KEP. RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,396882.0,KEP. RIAU,MAKANAN,PERDESAAN,MARET,2018-2019,0
2018.0,405549.0,KEP. RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2018-2019,0
2017.0,346267.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,362339.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,377389.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,0
2018.0,379602.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,0
2019.0,393859.0,KEP. RIAU,MAKANAN,PERKOTAAN,MARET,2019-2020,0
2019.0,397193.0,KEP. RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,406556.0,KEP. RIAU,MAKANAN,PERKOTAAN,MARET,2020-2021,0
2020.0,408172.0,KEP. RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,412190.0,KEP. RIAU,MAKANAN,PERDESAAN,MARET,2019-2020,0
2019.0,429322.0,KEP. RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,442464.0,KEP. RIAU,MAKANAN,PERDESAAN,MARET,2020-2021,0
2020.0,444217.0,KEP. RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,396007.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,400070.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,410225.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,410811.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,426912.0,KEP. RIAU,MAKANAN,PERKOTAAN,MARET,2021-2022,0
2021.0,429830.0,KEP. RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,453563.0,KEP. RIAU,MAKANAN,PERKOTAAN,MARET,,0
2022.0,486016.0,KEP. RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,,0
2021.0,458274.0,KEP. RIAU,MAKANAN,PERDESAAN,MARET,2021-2022,0
2021.0,467527.0,KEP. RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,496488.0,KEP. RIAU,MAKANAN,PERDESAAN,MARET,,0
2022.0,525085.0,KEP. RIAU,MAKANAN,PERDESAAN,SEPTEMBER,,0
2021.0,429298.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,432804.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,458362.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,,0
2022.0,491238.0,KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,155149.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,166916.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,168404.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,MARET,2016-2017,2
2016.0,171398.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,104127.0,KEP. RIAU,NONMAKANAN,PERDESAAN,MARET,2015-2016,2
2015.0,113367.00000000003,KEP. RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,113836.00000000003,KEP. RIAU,NONMAKANAN,PERDESAAN,MARET,2016-2017,1
2016.0,115276.0,KEP. RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2016-2017,1
2015.0,146782.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,158135.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,159715.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,162729.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,175688.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,MARET,2017-2018,1
2017.0,182583.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,190164.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,MARET,2018-2019,1
2018.0,194632.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,1
2017.0,117473.0,KEP. RIAU,NONMAKANAN,PERDESAAN,MARET,2017-2018,1
2017.0,120529.0,KEP. RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2017-2018,1
2018.0,131906.0,KEP. RIAU,NONMAKANAN,PERDESAAN,MARET,2018-2019,1
2018.0,137637.0,KEP. RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2018-2019,1
2017.0,166969.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,1
2017.0,173687.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,181902.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,1
2018.0,188369.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,1
2019.0,204035.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,MARET,2019-2020,1
2019.0,208017.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,210186.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,MARET,2020-2021,1
2020.0,211289.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,1
2019.0,144058.00000000003,KEP. RIAU,NONMAKANAN,PERDESAAN,MARET,2019-2020,1
2019.0,147937.0,KEP. RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2019-2020,1
2020.0,152786.0,KEP. RIAU,NONMAKANAN,PERDESAAN,MARET,2020-2021,1
2020.0,153682.0,KEP. RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2020-2021,1
2019.0,198052.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,1
2019.0,201968.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,204502.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,1
2020.0,206721.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,1
2021.0,217689.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,MARET,2021-2022,1
2021.0,225676.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,233682.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,MARET,,1
2022.0,247232.0,KEP. RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,,1
2021.0,156472.0,KEP. RIAU,NONMAKANAN,PERDESAAN,MARET,2021-2022,1
2021.0,159285.0,KEP. RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2021-2022,1
2022.0,162820.0,KEP. RIAU,NONMAKANAN,PERDESAAN,MARET,,1
2022.0,172647.0,KEP. RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,,1
2021.0,213127.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,1
2021.0,221050.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,225707.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,,1
2022.0,239224.0,KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,1
2013.0,383332.0,KEP. RIAU,TOTAL,PERKOTAAN,MARET,2013-2014,2
2013.0,405578.0,KEP. RIAU,TOTAL,PERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,421733.0,KEP. RIAU,TOTAL,PERKOTAAN,MARET,2014-2015,2
2014.0,431127.0,KEP. RIAU,TOTAL,PERKOTAAN,SEPTEMBER,2014-2015,2
2013.0,326819.0,KEP. RIAU,TOTAL,PERDESAAN,MARET,2013-2014,2
2013.0,364773.0,KEP. RIAU,TOTAL,PERDESAAN,SEPTEMBER,2013-2014,2
2014.0,385071.0,KEP. RIAU,TOTAL,PERDESAAN,MARET,2014-2015,2
2014.0,399063.0,KEP. RIAU,TOTAL,PERDESAAN,SEPTEMBER,2014-2015,2
2013.0,313294.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,MARET,2013-2014,2
2013.0,313294.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,313294.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,MARET,2014-2015,2
2014.0,313294.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2014-2015,2
2015.0,454147.0,KEP. RIAU,TOTAL,PERKOTAAN,MARET,2015-2016,2
2015.0,485496.0,KEP. RIAU,TOTAL,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,494418.0,KEP. RIAU,TOTAL,PERKOTAAN,MARET,2016-2017,2
2016.0,505980.0,KEP. RIAU,TOTAL,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,420638.0,KEP. RIAU,TOTAL,PERDESAAN,MARET,2015-2016,2
2015.0,456933.0,KEP. RIAU,TOTAL,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,466989.0,KEP. RIAU,TOTAL,PERDESAAN,MARET,2016-2017,2
2016.0,481687.0,KEP. RIAU,TOTAL,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,448652.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,480812.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,490157.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,502653.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,516418.0,KEP. RIAU,TOTAL,PERKOTAAN,MARET,2017-2018,0
2017.0,540062.0,KEP. RIAU,TOTAL,PERKOTAAN,SEPTEMBER,2017-2018,0
2018.0,563993.0,KEP. RIAU,TOTAL,PERKOTAAN,MARET,2018-2019,0
2018.0,570910.0,KEP. RIAU,TOTAL,PERKOTAAN,SEPTEMBER,2018-2019,0
2017.0,492642.0,KEP. RIAU,TOTAL,PERDESAAN,MARET,2017-2018,2
2017.0,507795.0,KEP. RIAU,TOTAL,PERDESAAN,SEPTEMBER,2017-2018,0
2018.0,528788.0,KEP. RIAU,TOTAL,PERDESAAN,MARET,2018-2019,0
2018.0,543187.0,KEP. RIAU,TOTAL,PERDESAAN,SEPTEMBER,2018-2019,0
2017.0,513236.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,MARET,2017-2018,0
2017.0,536026.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,0
2018.0,559291.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,MARET,2018-2019,0
2018.0,567972.0,KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,0
2019.0,597894.0,KEP. RIAU,TOTAL,PERKOTAAN,MARET,2019-2020,0
2019.0,605210.0,KEP. RIAU,TOTAL,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,616743.0,KEP. RIAU,TOTAL,PERKOTAAN,MARET,2020-2021,0
2020.0,619461.0,KEP. RIAU,TOTAL,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,556248.0,KEP. RIAU,TOTAL,PERDESAAN,MARET,2019-2020,0
2019.0,577259.0,KEP. RIAU,TOTAL,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,595249.0,KEP. RIAU,TOTAL,PERDESAAN,MARET,2020-2021,0
